date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:30:38	13750/13750	---M--	200	added ('OK')	image/jpeg	etag:%2235b6-59ef623c-ee3704f284a8b72d;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-five.html)
21:30:40	15134/15134	---M--	200	added ('OK')	image/jpeg	etag:%223b1e-59ef623e-3a5a243a42f4128e;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-five.html)
21:30:40	14990/14990	---M--	200	added ('OK')	image/jpeg	etag:%223a8e-59ef623e-ef924de2a43346d6;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s3.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s3.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-five.html)
21:30:42	13788/13788	---M--	200	added ('OK')	image/jpeg	etag:%2235dc-59ef6240-fa27a642d575739b;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-five.html)
21:30:42	12707/12707	---M--	200	added ('OK')	image/jpeg	etag:%2231a3-59ef622e-1e0c17dc78303c10;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s5.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s5.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-five.html)
21:30:44	16373/16373	---M--	200	added ('OK')	image/jpeg	etag:%223ff5-59ef6228-1b9ca52e510e9bc6;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s6.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/s6.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-five.html)
21:30:46	20924/20924	---M--	200	added ('OK')	image/jpeg	etag:%2251bc-59ef61f2-b0e3c35e8c920536;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/m1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/m1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details.html)
21:30:48	33982/33982	---M--	200	added ('OK')	image/jpeg	etag:%2284be-59ef61f4-17fb32fcf5a65872;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/m2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/m2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-2.html)
21:30:50	7564/7564	---M--	200	added ('OK')	image/png	etag:%221d8c-59ef61ee-7335fdd22687d913;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/c1.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/c1.png	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-2.html)
21:30:50	7114/7114	---M--	200	added ('OK')	image/png	etag:%221bca-59ef61ee-427e3cb70283e468;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/c2.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/c2.png	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-2.html)
21:30:50	8445/8445	---M--	200	added ('OK')	image/png	etag:%2220fd-59ef61f0-48a4a8b72e595f9;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/c3.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/c3.png	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-2.html)
21:30:54	33502/33502	---M--	200	added ('OK')	image/jpeg	etag:%2282de-59ef61f2-51076963c53b793e;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/l1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/l1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-3.html)
21:30:54	8391/8391	---M--	200	added ('OK')	image/jpeg	etag:%2220c7-59ef61f6-d8755091546ce7ef;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/s1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/s1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-3.html)
21:30:54	7628/7628	---M--	200	added ('OK')	image/jpeg	etag:%221dcc-59ef61ec-9fdbbfb6ddaf80d7;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/s2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/s2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-3.html)
21:30:56	9322/9322	---M--	200	added ('OK')	image/jpeg	etag:%22246a-59ef61ee-f52e4268a6709d51;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/s3.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/s3.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-3.html)
21:30:56	4069/4069	---M--	200	added ('OK')	image/png	etag:%22fe5-59ef61f0-ee15a94c26099eb1;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/cs1.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/cs1.png	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-3.html)
21:30:56	3833/3833	---M--	200	added ('OK')	image/png	etag:%22ef9-59ef61f0-1fc31d0ab2fceb68;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/cs2.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/blog/details/cs2.png	(from http://regaltheme.com/tf/multi/minipo/minipo/blog-details-3.html)
21:30:57	4622/4622	---M-Z	200	added ('OK')	text/html	etag:%22120e-59f0fb4c-e7f39aa1875f81f0;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/coming-soon-contact.html	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/coming-soon-contact.html	(from http://regaltheme.com/tf/multi/minipo/minipo/coming-soon.html)
21:30:58	5536/5536	---M--	200	added ('OK')	image/png	etag:%2215a0-58f2a730-75bb72bc650e5d0e;;;%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/icons/error.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/icons/error.png	(from http://regaltheme.com/tf/multi/minipo/minipo/error-404.html)
21:30:59	1555/1555	---M-Z	200	added ('OK')	application/javascript	etag:%22613-5af96a66-5165c90997df5955;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/js/map-active.js	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/js/map-active.js	(from http://regaltheme.com/tf/multi/minipo/minipo/contact-us.html)
21:31:00	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:30:59%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/two/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/two/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-2.html)
21:31:00	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:30:59%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/two/2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/two/2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-2.html)
21:31:00	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:30:59%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/two/5.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/two/5.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-2.html)
21:31:00	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:30:59%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/js/vendor/jquery-1.12.4.min.js	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/js/vendor/jquery-1.12.4.min.js	(from http://regaltheme.com/tf/multi/minipo/minipo/index-2.html)
21:31:01	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:00%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/5.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/5.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index.html)
21:31:01	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:00%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/js/isotope.pkgd.js	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/js/isotope.pkgd.js	(from http://regaltheme.com/tf/multi/minipo/minipo/index-2.html)
21:31:01	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:00%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index.html)
21:31:01	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:00%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/js/bootstrap.min.js	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/js/bootstrap.min.js	(from http://regaltheme.com/tf/multi/minipo/minipo/index-2.html)
21:31:03	121200/121200	---M-Z	200	added ('OK')	text/css	etag:%221d970-599015be-e4c5307635ffd897;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/css/bootstrap.min.css	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/css/bootstrap.min.css	(from http://regaltheme.com/tf/multi/minipo/minipo/style.css)
21:31:04	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:02%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/6.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/6.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index.html)
21:31:04	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:02%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/one/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index.html)
21:31:04	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:02%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/three/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/three/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-3.html)
21:31:04	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:02%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/three/7.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/three/7.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-3.html)
21:31:04	70815/70815	---M-Z	200	added ('OK')	text/css	etag:%221149f-57bd9388-4ddd864ee3b4fd8c;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/css/material-design-iconic-font.min.css	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/css/material-design-iconic-font.min.css	(from http://regaltheme.com/tf/multi/minipo/minipo/style.css)
21:31:05	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:04%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-5.html)
21:31:05	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:04%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/three/8.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/three/8.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-3.html)
21:31:05	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:04%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/3.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/3.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-5.html)
21:31:05	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:04%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/5.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/5.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-5.html)
21:31:06	2700/2700	---M-Z	200	added ('OK')	text/css	etag:%22a8c-5af96a44-1469efe4d7f62bc9;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/css/venobox.css	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/css/venobox.css	(from http://regaltheme.com/tf/multi/minipo/minipo/style.css)
21:31:07	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:06%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/7.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/7.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-5.html)
21:31:07	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:06%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/6.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/6.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-5.html)
21:31:07	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:06%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/9.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/five/9.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-5.html)
21:31:07	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:06%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-7.html)
21:31:08	1307/1307	---M-Z	200	added ('OK')	text/css	etag:%2251b-576c0802-8663772b3ec1e684;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/css/slick.min.css	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/css/slick.min.css	(from http://regaltheme.com/tf/multi/minipo/minipo/style.css)
21:31:09	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:08%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/3.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/3.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-7.html)
21:31:09	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:08%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-7.html)
21:31:09	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:08%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-7.html)
21:31:09	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:08%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/5.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/5.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-7.html)
21:31:10	42640/42640	---M-Z	200	added ('OK')	text/css	etag:%22a690-5af96a2e-66a873946cfc7101;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/css/style.css	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/css/style.css	(from http://regaltheme.com/tf/multi/minipo/minipo/style.css)
21:31:11	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:10%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/6.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/seven/6.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-7.html)
21:31:11	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:10%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:11	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:10%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:11	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:10%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/slider/me-1.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/slider/me-1.png	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:12	4900/4900	---M-Z	200	added ('OK')	text/css	etag:%221324-5af96a38-9b9b07156efef1ae;gz%22	http://regaltheme.com/tf/multi/minipo/minipo/assets/css/responsive.css	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/css/responsive.css	(from http://regaltheme.com/tf/multi/minipo/minipo/style.css)
21:31:13	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:12%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/3.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/3.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:13	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:12%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/5.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/5.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:13	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:12%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:13	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:12%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/6.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/6.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:14	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:13%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/8.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/8.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:14	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:13%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/7.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/7.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:14	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:13%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/9.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/eight/9.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/index-8.html)
21:31:14	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:13%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/1.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/1.png	(from http://regaltheme.com/tf/multi/minipo/minipo/index-9.html)
21:31:15	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:14%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/2.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/2.png	(from http://regaltheme.com/tf/multi/minipo/minipo/index-9.html)
21:31:15	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:14%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/4.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/4.png	(from http://regaltheme.com/tf/multi/minipo/minipo/index-9.html)
21:31:15	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:14%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/team/2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/team/2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/about-us.html)
21:31:15	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:14%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/3.png	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/instagram/3.png	(from http://regaltheme.com/tf/multi/minipo/minipo/index-9.html)
21:31:16	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:15%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/2/style1/1.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/2/style1/1.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/portfolio-2-style-1.html)
21:31:16	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:15%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/team/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/team/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/about-us.html)
21:31:16	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:15%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/team/3.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/team/3.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/about-us.html)
21:31:16	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:15%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/2/style1/2.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/2/style1/2.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/portfolio-2-style-1.html)
21:31:17	686/686	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2019%20Jan%202019%2002:31:16%20GMT	http://regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/2/style1/4.jpg	/home/griffith/websites/Test/regaltheme.com/tf/multi/minipo/minipo/assets/img/portfolio/2/style1/4.jpg	(from http://regaltheme.com/tf/multi/minipo/minipo/portfolio-2-style-1.html)
